	rep	session	run	block	trial	trial_type	rating_type	rating	rating_RT
id-1274_gender-F_age-33	1	4	1	2	1	id-1274_gender-F_age-33	attractiveness	-0.97	1.235
id-1260_gender-F_age-22	1	4	1	2	2	id-1260_gender-F_age-22	attractiveness	-0.22499999999999998	0.9259999999999999
id-1345_gender-M_age-18	1	4	1	2	3	id-1345_gender-M_age-18	attractiveness	0.15250000000000008	1.06
id-1318_gender-M_age-35	1	4	1	2	4	id-1318_gender-M_age-35	attractiveness	-0.89	1.71
id-1289_gender-F_age-20	1	4	1	2	5	id-1289_gender-F_age-20	attractiveness	-0.54	0.818
id-1315_gender-M_age-16	1	4	1	2	6	id-1315_gender-M_age-16	attractiveness	0.3374999999999999	0.718
id-1293_gender-F_age-31	1	4	1	2	7	id-1293_gender-F_age-31	attractiveness	-1.0	0.8759999999999999
id-1360_gender-F_age-20	1	4	1	2	8	id-1360_gender-F_age-20	attractiveness	-0.235	1.71
id-1339_gender-F_age-30	1	4	1	2	9	id-1339_gender-F_age-30	attractiveness	-0.265	1.1840000000000002
id-1311_gender-F_age-22	1	4	1	2	10	id-1311_gender-F_age-22	attractiveness	0.41500000000000004	0.66
id-1297_gender-F_age-22	1	4	1	2	11	id-1297_gender-F_age-22	attractiveness	-0.555	0.9590000000000001
id-1279_gender-F_age-19	1	4	1	2	12	id-1279_gender-F_age-19	attractiveness	0.48	1.351
id-1296_gender-F_age-23	1	4	1	2	13	id-1296_gender-F_age-23	attractiveness	-0.6175	1.143
id-1341_gender-M_age-19	1	4	1	2	14	id-1341_gender-M_age-19	attractiveness	-0.2925	1.368
id-1362_gender-F_age-24	1	4	1	2	15	id-1362_gender-F_age-24	attractiveness	-0.6	2.9010000000000002
id-1347_gender-F_age-27	1	4	1	2	16	id-1347_gender-F_age-27	attractiveness	-0.21750000000000003	1.926
id-1354_gender-F_age-23	1	4	1	2	17	id-1354_gender-F_age-23	attractiveness	-0.7125	2.168
id-1378_gender-F_age-19	1	4	1	2	18	id-1378_gender-F_age-19	attractiveness	0.3025	1.335
id-1373_gender-F_age-30	1	4	1	2	19	id-1373_gender-F_age-30	attractiveness	-0.5375	1.601
id-1366_gender-F_age-24	1	4	1	2	20	id-1366_gender-F_age-24	attractiveness	-0.7125	1.1840000000000002
id-1355_gender-F_age-19	1	4	1	2	21	id-1355_gender-F_age-19	attractiveness	-0.29000000000000004	0.968
id-1295_gender-F_age-26	1	4	1	2	22	id-1295_gender-F_age-26	attractiveness	-0.475	1.3259999999999998
id-1291_gender-F_age-24	1	4	1	2	23	id-1291_gender-F_age-24	attractiveness	0.5375000000000001	0.818
id-1294_gender-F_age-26	1	4	1	2	24	id-1294_gender-F_age-26	attractiveness	-0.4425	0.976
id-1269_gender-F_age-23	1	4	1	2	25	id-1269_gender-F_age-23	attractiveness	-0.255	1.226
id-1361_gender-F_age-19	1	4	1	2	26	id-1361_gender-F_age-19	attractiveness	0.55	1.5930000000000002
id-1380_gender-F_age-21	1	4	1	2	27	id-1380_gender-F_age-21	attractiveness	-0.39	2.251
id-1302_gender-F_age-30	1	4	1	2	28	id-1302_gender-F_age-30	attractiveness	-0.6625	0.7509999999999999
id-1309_gender-M_age-22	1	4	1	2	29	id-1309_gender-M_age-22	attractiveness	-0.78	1.101
id-1310_gender-F_age-28	1	4	1	2	30	id-1310_gender-F_age-28	attractiveness	-0.1725	0.701
id-1290_gender-F_age-23	1	4	1	2	31	id-1290_gender-F_age-23	attractiveness	0.5674999999999999	1.393
id-1356_gender-F_age-20	1	4	1	2	32	id-1356_gender-F_age-20	attractiveness	-0.3275	2.8760000000000003
id-1273_gender-F_age-20	1	4	1	2	33	id-1273_gender-F_age-20	attractiveness	0.7875000000000001	1.085
id-1358_gender-F_age-32	1	4	1	2	34	id-1358_gender-F_age-32	attractiveness	-0.31499999999999995	1.71
id-1266_gender-M_age-21	1	4	1	2	35	id-1266_gender-M_age-21	attractiveness	0.51	1.71
id-1377_gender-M_age-20	1	4	1	2	36	id-1377_gender-M_age-20	attractiveness	0.29000000000000004	1.493
id-1264_gender-F_age-26	1	4	1	2	37	id-1264_gender-F_age-26	attractiveness	-1.0	1.426
id-1363_gender-M_age-19	1	4	1	2	38	id-1363_gender-M_age-19	attractiveness	-1.0	1.435
id-1376_gender-F_age-19	1	4	1	2	39	id-1376_gender-F_age-19	attractiveness	-0.17000000000000004	2.226
id-1342_gender-M_age-19	1	4	1	2	40	id-1342_gender-M_age-19	attractiveness	-0.45500000000000007	1.993
id-1306_gender-F_age-21	1	4	1	2	41	id-1306_gender-F_age-21	attractiveness	0.4225000000000001	1.051
id-1280_gender-M_age-18	1	4	1	2	42	id-1280_gender-M_age-18	attractiveness	-0.6325	1.276
id-1370_gender-M_age-19	1	4	1	2	43	id-1370_gender-M_age-19	attractiveness	0.685	1.618
id-1323_gender-F_age-23	1	4	1	2	44	id-1323_gender-F_age-23	attractiveness	-0.72	1.801
id-1344_gender-M_age-25	1	4	1	2	45	id-1344_gender-M_age-25	attractiveness	-0.94	1.318
id-1270_gender-F_age-30	1	4	1	2	46	id-1270_gender-F_age-30	attractiveness	-0.32499999999999996	2.051
id-1367_gender-M_age-20	1	4	1	2	47	id-1367_gender-M_age-20	attractiveness	0.5699999999999998	0.843
id-1335_gender-M_age-23	1	4	1	2	48	id-1335_gender-M_age-23	attractiveness	0.33499999999999996	1.7180000000000002
id-1285_gender-F_age-19	1	4	1	2	49	id-1285_gender-F_age-19	attractiveness	-0.10250000000000004	1.101
id-1307_gender-F_age-22	1	4	1	2	50	id-1307_gender-F_age-22	attractiveness	-0.45999999999999996	1.151
id-1310_gender-F_age-28	1	4	1	5	1	id-1310_gender-F_age-28	dominance	0.5775000000000001	2.701
id-1355_gender-F_age-19	1	4	1	5	2	id-1355_gender-F_age-19	dominance	-1.0	1.726
id-1294_gender-F_age-26	1	4	1	5	3	id-1294_gender-F_age-26	dominance	0.2124999999999999	1.176
id-1358_gender-F_age-32	1	4	1	5	4	id-1358_gender-F_age-32	dominance	-0.695	1.268
id-1323_gender-F_age-23	1	4	1	5	5	id-1323_gender-F_age-23	dominance	-0.18000000000000005	1.376
id-1380_gender-F_age-21	1	4	1	5	6	id-1380_gender-F_age-21	dominance	-0.44499999999999995	0.8340000000000001
id-1315_gender-M_age-16	1	4	1	5	7	id-1315_gender-M_age-16	dominance	0.385	1.36
id-1347_gender-F_age-27	1	4	1	5	8	id-1347_gender-F_age-27	dominance	-0.96	1.093
id-1363_gender-M_age-19	1	4	1	5	9	id-1363_gender-M_age-19	dominance	-0.62	2.276
id-1345_gender-M_age-18	1	4	1	5	10	id-1345_gender-M_age-18	dominance	0.56	1.026
id-1335_gender-M_age-23	1	4	1	5	11	id-1335_gender-M_age-23	dominance	-0.12749999999999995	1.276
id-1339_gender-F_age-30	1	4	1	5	12	id-1339_gender-F_age-30	dominance	-0.36	0.818
id-1362_gender-F_age-24	1	4	1	5	13	id-1362_gender-F_age-24	dominance	-0.36750000000000005	1.018
id-1378_gender-F_age-19	1	4	1	5	14	id-1378_gender-F_age-19	dominance	0.7175	1.043
id-1356_gender-F_age-20	1	4	1	5	15	id-1356_gender-F_age-20	dominance	0.5449999999999999	1.501
id-1269_gender-F_age-23	1	4	1	5	16	id-1269_gender-F_age-23	dominance	0.885	1.226
id-1366_gender-F_age-24	1	4	1	5	17	id-1366_gender-F_age-24	dominance	0.52	1.284
id-1361_gender-F_age-19	1	4	1	5	18	id-1361_gender-F_age-19	dominance	-0.4675	0.685
id-1280_gender-M_age-18	1	4	1	5	19	id-1280_gender-M_age-18	dominance	-0.15500000000000003	2.41
id-1302_gender-F_age-30	1	4	1	5	20	id-1302_gender-F_age-30	dominance	0.5725	0.843
id-1270_gender-F_age-30	1	4	1	5	21	id-1270_gender-F_age-30	dominance	0.8275000000000001	1.46
id-1342_gender-M_age-19	1	4	1	5	22	id-1342_gender-M_age-19	dominance	0.5825	3.227
id-1307_gender-F_age-22	1	4	1	5	23	id-1307_gender-F_age-22	dominance	0.8675000000000002	0.909
id-1306_gender-F_age-21	1	4	1	5	24	id-1306_gender-F_age-21	dominance	-0.555	1.5430000000000001
id-1264_gender-F_age-26	1	4	1	5	25	id-1264_gender-F_age-26	dominance	0.9449999999999998	0.768
id-1291_gender-F_age-24	1	4	1	5	26	id-1291_gender-F_age-24	dominance	0.21750000000000003	0.951
id-1290_gender-F_age-23	1	4	1	5	27	id-1290_gender-F_age-23	dominance	0.8625	2.3930000000000002
id-1295_gender-F_age-26	1	4	1	5	28	id-1295_gender-F_age-26	dominance	0.47750000000000004	0.843
id-1274_gender-F_age-33	1	4	1	5	29	id-1274_gender-F_age-33	dominance	-0.30500000000000005	1.7009999999999998
id-1373_gender-F_age-30	1	4	1	5	30	id-1373_gender-F_age-30	dominance	-0.8375	1.651
id-1293_gender-F_age-31	1	4	1	5	31	id-1293_gender-F_age-31	dominance	-0.35750000000000004	0.976
id-1360_gender-F_age-20	1	4	1	5	32	id-1360_gender-F_age-20	dominance	-0.64	0.693
id-1344_gender-M_age-25	1	4	1	5	33	id-1344_gender-M_age-25	dominance	0.9224999999999999	1.1179999999999999
id-1296_gender-F_age-23	1	4	1	5	34	id-1296_gender-F_age-23	dominance	0.17999999999999994	2.11
id-1367_gender-M_age-20	1	4	1	5	35	id-1367_gender-M_age-20	dominance	-0.30500000000000005	1.026
id-1273_gender-F_age-20	1	4	1	5	36	id-1273_gender-F_age-20	dominance	-0.4375	1.285
id-1377_gender-M_age-20	1	4	1	5	37	id-1377_gender-M_age-20	dominance	0.37749999999999995	0.8590000000000001
id-1285_gender-F_age-19	1	4	1	5	38	id-1285_gender-F_age-19	dominance	0.20750000000000002	1.276
id-1309_gender-M_age-22	1	4	1	5	39	id-1309_gender-M_age-22	dominance	-0.575	2.968
id-1311_gender-F_age-22	1	4	1	5	40	id-1311_gender-F_age-22	dominance	-0.39	1.743
id-1289_gender-F_age-20	1	4	1	5	41	id-1289_gender-F_age-20	dominance	0.6825000000000001	0.8590000000000001
id-1266_gender-M_age-21	1	4	1	5	42	id-1266_gender-M_age-21	dominance	-0.35750000000000004	1.818
id-1341_gender-M_age-19	1	4	1	5	43	id-1341_gender-M_age-19	dominance	-0.16249999999999998	0.909
id-1370_gender-M_age-19	1	4	1	5	44	id-1370_gender-M_age-19	dominance	0.41500000000000004	2.01
id-1354_gender-F_age-23	1	4	1	5	45	id-1354_gender-F_age-23	dominance	-0.83	1.276
id-1297_gender-F_age-22	1	4	1	5	46	id-1297_gender-F_age-22	dominance	0.37749999999999995	2.168
id-1279_gender-F_age-19	1	4	1	5	47	id-1279_gender-F_age-19	dominance	-0.725	0.8759999999999999
id-1376_gender-F_age-19	1	4	1	5	48	id-1376_gender-F_age-19	dominance	-0.4675	2.0180000000000002
id-1318_gender-M_age-35	1	4	1	5	49	id-1318_gender-M_age-35	dominance	0.915	0.8759999999999999
id-1260_gender-F_age-22	1	4	1	5	50	id-1260_gender-F_age-22	dominance	-0.775	1.2429999999999999
id-1354_gender-F_age-23	1	4	1	7	1	id-1354_gender-F_age-23	arousal	0.3301595684822196	3.0356250118857133
id-1354_gender-F_age-23	1	4	1	7	1	id-1354_gender-F_age-23	valence	-0.8097991774767771	3.0356250118857133
id-1290_gender-F_age-23	1	4	1	7	2	id-1290_gender-F_age-23	arousal	0.6711991549699227	4.193968560519352
id-1290_gender-F_age-23	1	4	1	7	2	id-1290_gender-F_age-23	valence	-0.8777353500838894	4.193968560519352
id-1344_gender-M_age-25	1	4	1	7	3	id-1344_gender-M_age-25	arousal	0.12906849756516753	0.9102951213171764
id-1344_gender-M_age-25	1	4	1	7	3	id-1344_gender-M_age-25	valence	-0.36685533207840576	0.9102951213171764
id-1270_gender-F_age-30	1	4	1	7	4	id-1270_gender-F_age-30	arousal	0.2499948848058272	2.218802834183407
id-1270_gender-F_age-30	1	4	1	7	4	id-1270_gender-F_age-30	valence	-0.725558323443958	2.218802834183407
id-1285_gender-F_age-19	1	4	1	7	5	id-1285_gender-F_age-19	arousal	0.23233147992797804	2.2438028266374204
id-1285_gender-F_age-19	1	4	1	7	5	id-1285_gender-F_age-19	valence	0.3423983099398454	2.2438028266374204
id-1373_gender-F_age-30	1	4	1	7	6	id-1373_gender-F_age-30	arousal	0.17798254184228834	2.43553222143737
id-1373_gender-F_age-30	1	4	1	7	6	id-1373_gender-F_age-30	valence	-0.2500051151941728	2.43553222143737
id-1377_gender-M_age-20	1	4	1	7	7	id-1377_gender-M_age-20	arousal	0.6467421328313623	2.5284548820786767
id-1377_gender-M_age-20	1	4	1	7	7	id-1377_gender-M_age-20	valence	0.6141430003682941	2.5284548820786767
id-1269_gender-F_age-23	1	4	1	7	8	id-1269_gender-F_age-23	arousal	0.7921255422105824	1.5521194648340495
id-1269_gender-F_age-23	1	4	1	7	8	id-1269_gender-F_age-23	valence	-0.8668655624667513	1.5521194648340495
id-1360_gender-F_age-20	1	4	1	7	9	id-1360_gender-F_age-20	arousal	0.3002676525350902	1.7770756278373483
id-1360_gender-F_age-20	1	4	1	7	9	id-1360_gender-F_age-20	valence	-0.3423983099398454	1.7770756278373483
id-1296_gender-F_age-23	1	4	1	7	10	id-1296_gender-F_age-23	arousal	0.5855995774849614	1.152251798380803
id-1296_gender-F_age-23	1	4	1	7	10	id-1296_gender-F_age-23	valence	-0.2907668187584401	1.152251798380803
id-1367_gender-M_age-20	1	4	1	7	11	id-1367_gender-M_age-20	arousal	0.6793514956827762	2.6688784641341954
id-1367_gender-M_age-20	1	4	1	7	11	id-1367_gender-M_age-20	valence	0.7445804517739495	2.6688784641341954
id-1339_gender-F_age-30	1	4	1	7	12	id-1339_gender-F_age-30	arousal	0.13314466792159424	0.7687172429946258
id-1339_gender-F_age-30	1	4	1	7	12	id-1339_gender-F_age-30	valence	0.3722902258869748	0.7687172429946258
id-1297_gender-F_age-22	1	4	1	7	13	id-1297_gender-F_age-22	arousal	0.7894080953062979	1.1769128068626742
id-1297_gender-F_age-22	1	4	1	7	13	id-1297_gender-F_age-22	valence	-0.7228408765396734	1.1769128068626742
id-1260_gender-F_age-22	1	4	1	7	14	id-1260_gender-F_age-22	arousal	0.25542977861439614	2.1854456643109192
id-1260_gender-F_age-22	1	4	1	7	14	id-1260_gender-F_age-22	valence	-0.7636025801039408	2.1854456643109192
id-1323_gender-F_age-23	1	4	1	7	15	id-1323_gender-F_age-23	arousal	0.7241893696034702	0.5686188984013825
id-1323_gender-F_age-23	1	4	1	7	15	id-1323_gender-F_age-23	valence	-0.2500051151941728	0.5686188984013825
id-1294_gender-F_age-26	1	4	1	7	16	id-1294_gender-F_age-26	arousal	0.7975604360191513	0.9104943460915821
id-1294_gender-F_age-26	1	4	1	7	16	id-1294_gender-F_age-26	valence	-0.8804527969881736	0.9104943460915821
id-1347_gender-F_age-27	1	4	1	7	17	id-1347_gender-F_age-27	arousal	0.8491919272005566	1.0602090471593328
id-1347_gender-F_age-27	1	4	1	7	17	id-1347_gender-F_age-27	valence	-0.3532680975569833	1.0602090471593328
id-1358_gender-F_age-32	1	4	1	7	18	id-1358_gender-F_age-32	arousal	0.21602679850227113	0.8187006258376641
id-1358_gender-F_age-32	1	4	1	7	18	id-1358_gender-F_age-32	valence	0.8831702438924582	0.8187006258376641
id-1302_gender-F_age-30	1	4	1	7	19	id-1302_gender-F_age-30	arousal	0.1915697763637108	1.7937093871996694
id-1302_gender-F_age-30	1	4	1	7	19	id-1302_gender-F_age-30	valence	-0.4782706551540697	1.7937093871996694
id-1318_gender-M_age-35	1	4	1	7	20	id-1318_gender-M_age-35	arousal	0.10732892233089164	2.4105343419741985
id-1318_gender-M_age-35	1	4	1	7	20	id-1318_gender-M_age-35	valence	-0.7907770491467857	2.4105343419741985
id-1264_gender-F_age-26	1	4	1	7	21	id-1264_gender-F_age-26	arousal	0.8777251196955437	0.8770119060950492
id-1264_gender-F_age-26	1	4	1	7	21	id-1264_gender-F_age-26	valence	-0.9619762041167084	0.8770119060950492
id-1341_gender-M_age-19	1	4	1	7	22	id-1341_gender-M_age-19	arousal	0.26901701313581866	2.652226291572788
id-1341_gender-M_age-19	1	4	1	7	22	id-1341_gender-M_age-19	valence	-0.7309932172525271	2.652226291572788
id-1335_gender-M_age-23	1	4	1	7	23	id-1335_gender-M_age-23	arousal	0.19700467017227968	2.8605837104769307
id-1335_gender-M_age-23	1	4	1	7	23	id-1335_gender-M_age-23	valence	-0.6902315136882597	2.8605837104769307
id-1361_gender-F_age-19	1	4	1	7	24	id-1361_gender-F_age-19	arousal	0.1589604135122969	0.7603304837143696
id-1361_gender-F_age-19	1	4	1	7	24	id-1361_gender-F_age-19	valence	0.7826247084339323	0.7603304837143696
id-1273_gender-F_age-20	1	4	1	7	25	id-1273_gender-F_age-20	arousal	0.7771795842370177	1.1937436780094686
id-1273_gender-F_age-20	1	4	1	7	25	id-1273_gender-F_age-20	valence	0.720123429635389	1.1937436780094686
id-1311_gender-F_age-22	1	4	1	7	26	id-1311_gender-F_age-22	arousal	0.1630365838687236	1.3854504336309221
id-1311_gender-F_age-22	1	4	1	7	26	id-1311_gender-F_age-22	valence	0.13043745140565535	1.3854504336309221
id-1289_gender-F_age-20	1	4	1	7	27	id-1289_gender-F_age-20	arousal	0.35461659062077994	2.510628490772433
id-1289_gender-F_age-20	1	4	1	7	27	id-1289_gender-F_age-20	valence	-0.5924034251340181	2.510628490772433
id-1306_gender-F_age-21	1	4	1	7	28	id-1306_gender-F_age-21	arousal	0.6046217058149528	2.0688665710185887
id-1306_gender-F_age-21	1	4	1	7	28	id-1306_gender-F_age-21	valence	-0.4918578896754921	2.0688665710185887
id-1293_gender-F_age-31	1	4	1	7	29	id-1293_gender-F_age-31	arousal	0.812506393992716	1.2687056215495431
id-1293_gender-F_age-31	1	4	1	7	29	id-1293_gender-F_age-31	valence	-0.92664939436101	1.2687056215495431
id-1355_gender-F_age-19	1	4	1	7	30	id-1355_gender-F_age-19	arousal	0.30841999324794367	2.402155732798292
id-1355_gender-F_age-19	1	4	1	7	30	id-1355_gender-F_age-19	valence	-0.6766442791668373	2.402155732798292
id-1363_gender-M_age-19	1	4	1	7	31	id-1363_gender-M_age-19	arousal	0.7500051151941728	2.927280542591689
id-1363_gender-M_age-19	1	4	1	7	31	id-1363_gender-M_age-19	valence	-0.4103344825469576	2.927280542591689
id-1310_gender-F_age-28	1	4	1	7	32	id-1310_gender-F_age-28	arousal	0.6209263872406596	2.460517724816782
id-1310_gender-F_age-28	1	4	1	7	32	id-1310_gender-F_age-28	valence	-0.7337106641568115	2.460517724816782
id-1291_gender-F_age-24	1	4	1	7	33	id-1291_gender-F_age-24	arousal	0.6548944735442157	1.8354792759446357
id-1291_gender-F_age-24	1	4	1	7	33	id-1291_gender-F_age-24	valence	0.5135974649097681	1.8354792759446357
id-1274_gender-F_age-33	1	4	1	7	34	id-1274_gender-F_age-33	arousal	0.14129700863444772	1.9104071097885933
id-1274_gender-F_age-33	1	4	1	7	34	id-1274_gender-F_age-33	valence	-0.24457022138560386	1.9104071097885933
id-1376_gender-F_age-19	1	4	1	7	35	id-1376_gender-F_age-19	arousal	0.34238807955149975	1.543810886184929
id-1376_gender-F_age-19	1	4	1	7	35	id-1376_gender-F_age-19	valence	-0.6820791729754062	1.543810886184929
id-1307_gender-F_age-22	1	4	1	7	36	id-1307_gender-F_age-22	arousal	0.695656177108483	1.1021552196439188
id-1307_gender-F_age-22	1	4	1	7	36	id-1307_gender-F_age-22	valence	-0.6277302348897165	1.1021552196439188
id-1280_gender-M_age-18	1	4	1	7	37	id-1280_gender-M_age-18	arousal	0.6481008562835046	2.1437995364103704
id-1280_gender-M_age-18	1	4	1	7	37	id-1280_gender-M_age-18	valence	-0.6331651286982856	2.1437995364103704
id-1266_gender-M_age-21	1	4	1	7	38	id-1266_gender-M_age-21	arousal	0.21059190469370215	0.8684005661607443
id-1266_gender-M_age-21	1	4	1	7	38	id-1266_gender-M_age-21	valence	0.864148115562467	0.8684005661607443
id-1315_gender-M_age-16	1	4	1	7	39	id-1315_gender-M_age-16	arousal	0.7391353275770348	1.2854824605228714
id-1315_gender-M_age-16	1	4	1	7	39	id-1315_gender-M_age-16	valence	0.21739575234275896	1.2854824605228714
id-1380_gender-F_age-21	1	4	1	7	40	id-1380_gender-F_age-21	arousal	0.3872259534721938	3.2689519358159487
id-1380_gender-F_age-21	1	4	1	7	40	id-1380_gender-F_age-21	valence	-0.2364178806727504	3.2689519358159487
id-1295_gender-F_age-26	1	4	1	7	41	id-1295_gender-F_age-26	arousal	0.5883170243892458	3.1440349838703696
id-1295_gender-F_age-26	1	4	1	7	41	id-1295_gender-F_age-26	valence	-0.5951208720383027	3.1440349838703696
id-1378_gender-F_age-19	1	4	1	7	42	id-1378_gender-F_age-19	arousal	0.7894080953062979	1.985481947368044
id-1378_gender-F_age-19	1	4	1	7	42	id-1378_gender-F_age-19	valence	0.6847966198796908	1.985481947368044
id-1356_gender-F_age-20	1	4	1	7	43	id-1356_gender-F_age-20	arousal	0.5951106416499571	1.8521546913962084
id-1356_gender-F_age-20	1	4	1	7	43	id-1356_gender-F_age-20	valence	-0.4945753365797766	1.8521546913962084
id-1309_gender-M_age-22	1	4	1	7	44	id-1309_gender-M_age-22	arousal	0.31113744015222816	1.127231883449895
id-1309_gender-M_age-22	1	4	1	7	44	id-1309_gender-M_age-22	valence	0.5163149118140525	1.127231883449895
id-1342_gender-M_age-19	1	4	1	7	45	id-1342_gender-M_age-19	arousal	0.3532578671686377	1.485460968395273
id-1342_gender-M_age-19	1	4	1	7	45	id-1342_gender-M_age-19	valence	-0.5760987437083112	1.485460968395273
id-1366_gender-F_age-24	1	4	1	7	46	id-1366_gender-F_age-24	arousal	0.7948429891148668	1.5437484020512784
id-1366_gender-F_age-24	1	4	1	7	46	id-1366_gender-F_age-24	valence	-0.6195778941768629	1.5437484020512784
id-1362_gender-F_age-24	1	4	1	7	47	id-1362_gender-F_age-24	arousal	0.3736387189507714	2.035465933921841
