	rep	session	run	block	trial	trial_type	rating_type	rating	rating_RT
id-1361_gender-F_age-19	1	4	1	4	25	id-1361_gender-F_age-19	valence	0.41305192945124203	0.935285649731668
id-1295_gender-F_age-26	1	4	1	4	26	id-1295_gender-F_age-26	arousal	0.3586927609772067	0.5853701237992937
id-1295_gender-F_age-26	1	4	1	4	26	id-1295_gender-F_age-26	valence	-0.0625012787985432	0.5853701237992937
id-1370_gender-M_age-19	1	4	1	4	27	id-1370_gender-M_age-19	arousal	0.22010296885869785	0.9854813874826504
id-1370_gender-M_age-19	1	4	1	4	27	id-1370_gender-M_age-19	valence	0.6929489605925442	0.9854813874826504
id-1289_gender-F_age-20	1	4	1	4	28	id-1289_gender-F_age-20	arousal	0.5489140442771208	3.1771963182163745
id-1289_gender-F_age-20	1	4	1	4	28	id-1289_gender-F_age-20	valence	0.6847966198796908	3.1771963182163745
id-1356_gender-F_age-20	1	4	1	4	29	id-1356_gender-F_age-20	arousal	0.21059190469370215	1.0353659129250443
id-1356_gender-F_age-20	1	4	1	4	29	id-1356_gender-F_age-20	valence	0.5652289560911733	1.0353659129250443
id-1297_gender-F_age-22	1	4	1	4	30	id-1297_gender-F_age-22	arousal	0.5312506393992716	0.8353385045083996
id-1297_gender-F_age-22	1	4	1	4	30	id-1297_gender-F_age-22	valence	0.057066384989974225	0.8353385045083996
id-1270_gender-F_age-30	1	4	1	4	31	id-1270_gender-F_age-30	arousal	0.46195574334001716	0.4854012450305163
id-1270_gender-F_age-30	1	4	1	4	31	id-1270_gender-F_age-30	valence	-0.03804425665998282	0.4854012450305163
id-1358_gender-F_age-32	1	4	1	4	32	id-1358_gender-F_age-32	arousal	0.6426659624749356	0.6935512644540722
id-1358_gender-F_age-32	1	4	1	4	32	id-1358_gender-F_age-32	valence	0.11413276997994845	0.6935512644540722
id-1302_gender-F_age-30	1	4	1	4	33	id-1302_gender-F_age-30	arousal	0.6413072390227933	0.9686430207693776
id-1302_gender-F_age-30	1	4	1	4	33	id-1302_gender-F_age-30	valence	-0.2418527744813193	0.9686430207693776
id-1373_gender-F_age-30	1	4	1	4	34	id-1373_gender-F_age-30	arousal	0.5896757478413881	4.585734462552863
id-1373_gender-F_age-30	1	4	1	4	34	id-1373_gender-F_age-30	valence	-0.21196085853419	4.585734462552863
id-1274_gender-F_age-33	1	4	1	4	35	id-1274_gender-F_age-33	arousal	0.5815234071285346	0.6103190273279324
id-1274_gender-F_age-33	1	4	1	4	35	id-1274_gender-F_age-33	valence	-0.5706638498997423	0.6103190273279324
id-1260_gender-F_age-22	1	4	1	4	36	id-1260_gender-F_age-22	arousal	0.6114153230756639	1.6936919287963974
id-1260_gender-F_age-22	1	4	1	4	36	id-1260_gender-F_age-22	valence	0.6087081065597252	1.6936919287963974
id-1280_gender-M_age-18	1	4	1	4	37	id-1280_gender-M_age-18	arousal	0.6481008562835046	0.5018740655705187
id-1280_gender-M_age-18	1	4	1	4	37	id-1280_gender-M_age-18	valence	-0.42120427016409545	0.5018740655705187
id-1376_gender-F_age-19	1	4	1	4	38	id-1376_gender-F_age-19	arousal	0.7309829868641813	1.0352838084163525
id-1376_gender-F_age-19	1	4	1	4	38	id-1376_gender-F_age-19	valence	0.6277302348897165	1.0352838084163525
id-1315_gender-M_age-16	1	4	1	4	39	id-1315_gender-M_age-16	arousal	0.5095110641649957	1.3354421916355932
id-1315_gender-M_age-16	1	4	1	4	39	id-1315_gender-M_age-16	valence	0.4782706551540697	1.3354421916355932
id-1290_gender-F_age-23	1	4	1	4	40	id-1290_gender-F_age-23	arousal	0.5380442566599828	2.1855773169390886
id-1290_gender-F_age-23	1	4	1	4	40	id-1290_gender-F_age-23	valence	-0.1711991549699227	2.1855773169390886
id-1354_gender-F_age-23	1	4	1	4	41	id-1354_gender-F_age-23	arousal	0.6019042589106682	1.1019710817054147
id-1354_gender-F_age-23	1	4	1	4	41	id-1354_gender-F_age-23	valence	-0.7174059827311046	1.1019710817054147
id-1309_gender-M_age-22	1	4	1	4	42	id-1309_gender-M_age-22	arousal	0.282604247657241	0.8271866135837627
id-1309_gender-M_age-22	1	4	1	4	42	id-1309_gender-M_age-22	valence	-0.3505506506526989	0.8271866135837627
id-1269_gender-F_age-23	1	4	1	4	43	id-1269_gender-F_age-23	arousal	0.20787445778941765	0.8186474429421651
id-1269_gender-F_age-23	1	4	1	4	43	id-1269_gender-F_age-23	valence	0.23370043376846586	0.8186474429421651
id-1335_gender-M_age-23	1	4	1	4	44	id-1335_gender-M_age-23	arousal	0.43478127429717234	3.827170917134936
id-1335_gender-M_age-23	1	4	1	4	44	id-1335_gender-M_age-23	valence	0.6059906596554406	3.827170917134936
id-1311_gender-F_age-22	1	4	1	4	45	id-1311_gender-F_age-22	arousal	0.2812455242050988	0.8020342599156719
id-1311_gender-F_age-22	1	4	1	4	45	id-1311_gender-F_age-22	valence	0.6630570446454148	0.8020342599156719
id-1377_gender-M_age-20	1	4	1	4	46	id-1377_gender-M_age-20	arousal	0.18749360600728399	0.6519774055632297
id-1377_gender-M_age-20	1	4	1	4	46	id-1377_gender-M_age-20	valence	0.5815336375168803	0.6519774055632297
id-1367_gender-M_age-20	1	4	1	4	47	id-1367_gender-M_age-20	arousal	0.6073391527192372	0.91866159993333
id-1367_gender-M_age-20	1	4	1	4	47	id-1367_gender-M_age-20	valence	0.7309932172525271	0.91866159993333
id-1360_gender-F_age-20	1	4	1	4	48	id-1360_gender-F_age-20	arousal	0.4782604247657241	3.0771492590520215
id-1360_gender-F_age-20	1	4	1	4	48	id-1360_gender-F_age-20	valence	0.22283064615132792	3.0771492590520215
id-1380_gender-F_age-21	1	4	1	4	49	id-1380_gender-F_age-21	arousal	0.2771693538486721	2.6855192098901166
id-1380_gender-F_age-21	1	4	1	4	49	id-1380_gender-F_age-21	valence	0.08967574784138807	2.6855192098901166
id-1264_gender-F_age-26	1	4	1	4	50	id-1264_gender-F_age-26	arousal	0.6888625598477718	0.44343920085884747
id-1264_gender-F_age-26	1	4	1	4	50	id-1264_gender-F_age-26	valence	0.15761192044850025	0.44343920085884747
id-1315_gender-M_age-16	1	4	1	5	1	id-1315_gender-M_age-16	attractiveness	0.19500000000000006	0.9009999999999999
id-1270_gender-F_age-30	1	4	1	5	2	id-1270_gender-F_age-30	attractiveness	-0.36250000000000004	0.718
id-1341_gender-M_age-19	1	4	1	5	3	id-1341_gender-M_age-19	attractiveness	0.03750000000000009	1.101
id-1296_gender-F_age-23	1	4	1	5	4	id-1296_gender-F_age-23	attractiveness	-0.17000000000000004	0.768
id-1264_gender-F_age-26	1	4	1	5	5	id-1264_gender-F_age-26	attractiveness	0.3899999999999999	1.2930000000000001
id-1311_gender-F_age-22	1	4	1	5	6	id-1311_gender-F_age-22	attractiveness	0.0674999999999999	0.843
id-1310_gender-F_age-28	1	4	1	5	7	id-1310_gender-F_age-28	attractiveness	-0.21250000000000002	0.743
id-1293_gender-F_age-31	1	4	1	5	8	id-1293_gender-F_age-31	attractiveness	-0.19999999999999996	0.951
id-1378_gender-F_age-19	1	4	1	5	9	id-1378_gender-F_age-19	attractiveness	0.4575	0.659
id-1366_gender-F_age-24	1	4	1	5	10	id-1366_gender-F_age-24	attractiveness	-0.3325	0.5589999999999999
id-1339_gender-F_age-30	1	4	1	5	11	id-1339_gender-F_age-30	attractiveness	-0.43000000000000005	1.051
id-1344_gender-M_age-25	1	4	1	5	12	id-1344_gender-M_age-25	attractiveness	-0.6225	1.0759999999999998
id-1274_gender-F_age-33	1	4	1	5	13	id-1274_gender-F_age-33	attractiveness	-0.63	0.968
id-1376_gender-F_age-19	1	4	1	5	14	id-1376_gender-F_age-19	attractiveness	0.3899999999999999	0.743
id-1307_gender-F_age-22	1	4	1	5	15	id-1307_gender-F_age-22	attractiveness	-0.66	0.9009999999999999
id-1360_gender-F_age-20	1	4	1	5	16	id-1360_gender-F_age-20	attractiveness	0.15749999999999997	0.851
id-1285_gender-F_age-19	1	4	1	5	17	id-1285_gender-F_age-19	attractiveness	0.0024999999999999467	0.485
id-1356_gender-F_age-20	1	4	1	5	18	id-1356_gender-F_age-20	attractiveness	-0.10499999999999998	0.626
id-1355_gender-F_age-19	1	4	1	5	19	id-1355_gender-F_age-19	attractiveness	-0.135	0.8009999999999999
id-1323_gender-F_age-23	1	4	1	5	20	id-1323_gender-F_age-23	attractiveness	-0.2925	0.993
id-1363_gender-M_age-19	1	4	1	5	21	id-1363_gender-M_age-19	attractiveness	-0.6875	0.826
id-1309_gender-M_age-22	1	4	1	5	22	id-1309_gender-M_age-22	attractiveness	-0.6525000000000001	0.784
id-1354_gender-F_age-23	1	4	1	5	23	id-1354_gender-F_age-23	attractiveness	-0.6225	0.968
id-1367_gender-M_age-20	1	4	1	5	24	id-1367_gender-M_age-20	attractiveness	0.20500000000000007	0.601
id-1362_gender-F_age-24	1	4	1	5	25	id-1362_gender-F_age-24	attractiveness	-0.12250000000000005	0.409
id-1347_gender-F_age-27	1	4	1	5	26	id-1347_gender-F_age-27	attractiveness	-0.28	0.601
id-1318_gender-M_age-35	1	4	1	5	27	id-1318_gender-M_age-35	attractiveness	-0.13249999999999995	0.659
id-1269_gender-F_age-23	1	4	1	5	28	id-1269_gender-F_age-23	attractiveness	0.06000000000000005	0.6759999999999999
id-1260_gender-F_age-22	1	4	1	5	29	id-1260_gender-F_age-22	attractiveness	0.3600000000000001	0.568
id-1370_gender-M_age-19	1	4	1	5	30	id-1370_gender-M_age-19	attractiveness	0.14749999999999996	0.5760000000000001
id-1377_gender-M_age-20	1	4	1	5	31	id-1377_gender-M_age-20	attractiveness	0.6675	0.943
id-1290_gender-F_age-23	1	4	1	5	32	id-1290_gender-F_age-23	attractiveness	0.6425000000000001	0.951
id-1295_gender-F_age-26	1	4	1	5	33	id-1295_gender-F_age-26	attractiveness	-0.15000000000000002	0.718
id-1280_gender-M_age-18	1	4	1	5	34	id-1280_gender-M_age-18	attractiveness	-0.7125	1.084
id-1273_gender-F_age-20	1	4	1	5	35	id-1273_gender-F_age-20	attractiveness	-0.17000000000000004	0.518
id-1291_gender-F_age-24	1	4	1	5	36	id-1291_gender-F_age-24	attractiveness	-0.12749999999999995	1.2429999999999999
id-1335_gender-M_age-23	1	4	1	5	37	id-1335_gender-M_age-23	attractiveness	-0.27	0.8759999999999999
id-1289_gender-F_age-20	1	4	1	5	38	id-1289_gender-F_age-20	attractiveness	0.25249999999999995	0.784
id-1266_gender-M_age-21	1	4	1	5	39	id-1266_gender-M_age-21	attractiveness	0.0	0.318
id-1373_gender-F_age-30	1	4	1	5	40	id-1373_gender-F_age-30	attractiveness	-0.04500000000000004	0.677
id-1358_gender-F_age-32	1	4	1	5	41	id-1358_gender-F_age-32	attractiveness	0.15999999999999992	0.509
id-1297_gender-F_age-22	1	4	1	5	42	id-1297_gender-F_age-22	attractiveness	0.0	0.318
id-1279_gender-F_age-19	1	4	1	5	43	id-1279_gender-F_age-19	attractiveness	-0.14500000000000002	1.01
id-1302_gender-F_age-30	1	4	1	5	44	id-1302_gender-F_age-30	attractiveness	-0.3325	0.6679999999999999
id-1361_gender-F_age-19	1	4	1	5	45	id-1361_gender-F_age-19	attractiveness	-0.10999999999999999	0.643
id-1342_gender-M_age-19	1	4	1	5	46	id-1342_gender-M_age-19	attractiveness	-0.48	0.884
id-1294_gender-F_age-26	1	4	1	5	47	id-1294_gender-F_age-26	attractiveness	-0.06999999999999995	1.001
id-1345_gender-M_age-18	1	4	1	5	48	id-1345_gender-M_age-18	attractiveness	0.56	1.001
id-1306_gender-F_age-21	1	4	1	5	49	id-1306_gender-F_age-21	attractiveness	0.3799999999999999	0.867
id-1380_gender-F_age-21	1	4	1	5	50	id-1380_gender-F_age-21	attractiveness	0.20500000000000007	0.618
id-1270_gender-F_age-30	1	4	1	8	1	id-1270_gender-F_age-30	trustworthiness	-0.235	0.935
id-1339_gender-F_age-30	1	4	1	8	2	id-1339_gender-F_age-30	trustworthiness	0.47750000000000004	0.626
id-1341_gender-M_age-19	1	4	1	8	3	id-1341_gender-M_age-19	trustworthiness	0.15749999999999997	0.609
id-1296_gender-F_age-23	1	4	1	8	4	id-1296_gender-F_age-23	trustworthiness	-0.13	0.451
id-1311_gender-F_age-22	1	4	1	8	5	id-1311_gender-F_age-22	trustworthiness	0.4650000000000001	1.2009999999999998
id-1347_gender-F_age-27	1	4	1	8	6	id-1347_gender-F_age-27	trustworthiness	-0.09250000000000003	0.526
id-1289_gender-F_age-20	1	4	1	8	7	id-1289_gender-F_age-20	trustworthiness	0.28	0.693
id-1358_gender-F_age-32	1	4	1	8	8	id-1358_gender-F_age-32	trustworthiness	0.24249999999999994	0.5429999999999999
id-1376_gender-F_age-19	1	4	1	8	9	id-1376_gender-F_age-19	trustworthiness	0.5874999999999999	0.8340000000000001
id-1380_gender-F_age-21	1	4	1	8	10	id-1380_gender-F_age-21	trustworthiness	0.6875	0.568
id-1302_gender-F_age-30	1	4	1	8	11	id-1302_gender-F_age-30	trustworthiness	-0.19999999999999996	0.593
id-1370_gender-M_age-19	1	4	1	8	12	id-1370_gender-M_age-19	trustworthiness	0.3125	1.985
id-1306_gender-F_age-21	1	4	1	8	13	id-1306_gender-F_age-21	trustworthiness	-0.007499999999999951	0.7090000000000001
id-1356_gender-F_age-20	1	4	1	8	14	id-1356_gender-F_age-20	trustworthiness	0.05750000000000011	1.5590000000000002
id-1315_gender-M_age-16	1	4	1	8	15	id-1315_gender-M_age-16	trustworthiness	-0.2025	0.8009999999999999
id-1362_gender-F_age-24	1	4	1	8	16	id-1362_gender-F_age-24	trustworthiness	-0.38249999999999995	0.726
id-1297_gender-F_age-22	1	4	1	8	17	id-1297_gender-F_age-22	trustworthiness	-0.13249999999999995	0.493
id-1345_gender-M_age-18	1	4	1	8	18	id-1345_gender-M_age-18	trustworthiness	-0.16249999999999998	0.518
id-1260_gender-F_age-22	1	4	1	8	19	id-1260_gender-F_age-22	trustworthiness	0.24750000000000005	0.501
id-1295_gender-F_age-26	1	4	1	8	20	id-1295_gender-F_age-26	trustworthiness	-0.43000000000000005	0.509
id-1290_gender-F_age-23	1	4	1	8	21	id-1290_gender-F_age-23	trustworthiness	-0.4025000000000001	0.6759999999999999
id-1344_gender-M_age-25	1	4	1	8	22	id-1344_gender-M_age-25	trustworthiness	-0.675	0.643
id-1266_gender-M_age-21	1	4	1	8	23	id-1266_gender-M_age-21	trustworthiness	-0.5075	0.659
id-1309_gender-M_age-22	1	4	1	8	24	id-1309_gender-M_age-22	trustworthiness	-0.57	0.943
id-1342_gender-M_age-19	1	4	1	8	25	id-1342_gender-M_age-19	trustworthiness	-0.6625	0.66
id-1367_gender-M_age-20	1	4	1	8	26	id-1367_gender-M_age-20	trustworthiness	0.2749999999999999	0.359
id-1366_gender-F_age-24	1	4	1	8	27	id-1366_gender-F_age-24	trustworthiness	0.29499999999999993	0.659
id-1264_gender-F_age-26	1	4	1	8	28	id-1264_gender-F_age-26	trustworthiness	0.03750000000000009	2.0180000000000002
id-1318_gender-M_age-35	1	4	1	8	29	id-1318_gender-M_age-35	trustworthiness	-0.57	0.759
id-1363_gender-M_age-19	1	4	1	8	30	id-1363_gender-M_age-19	trustworthiness	-0.27	0.534
id-1279_gender-F_age-19	1	4	1	8	31	id-1279_gender-F_age-19	trustworthiness	0.19500000000000006	0.626
id-1355_gender-F_age-19	1	4	1	8	32	id-1355_gender-F_age-19	trustworthiness	-0.0024999999999999467	0.309
id-1294_gender-F_age-26	1	4	1	8	33	id-1294_gender-F_age-26	trustworthiness	0.1100000000000001	1.71
id-1378_gender-F_age-19	1	4	1	8	34	id-1378_gender-F_age-19	trustworthiness	0.5074999999999998	0.868
id-1273_gender-F_age-20	1	4	1	8	35	id-1273_gender-F_age-20	trustworthiness	0.7375	0.8759999999999999
id-1293_gender-F_age-31	1	4	1	8	36	id-1293_gender-F_age-31	trustworthiness	-0.4675	0.893
id-1285_gender-F_age-19	1	4	1	8	37	id-1285_gender-F_age-19	trustworthiness	0.09749999999999992	1.01
id-1361_gender-F_age-19	1	4	1	8	38	id-1361_gender-F_age-19	trustworthiness	-0.5025	0.868
id-1274_gender-F_age-33	1	4	1	8	39	id-1274_gender-F_age-33	trustworthiness	-0.8875	0.609
id-1291_gender-F_age-24	1	4	1	8	40	id-1291_gender-F_age-24	trustworthiness	-0.4525	0.993
