	rep	session	run	block	trial	trial_type	rating_type	rating	rating_RT
id-1294_gender-F_age-26	1	4	1	4	29	id-1294_gender-F_age-26	attractiveness	0.25	0.7759999999999999
id-1306_gender-F_age-21	1	4	1	4	30	id-1306_gender-F_age-21	attractiveness	0.3274999999999999	0.9179999999999999
id-1376_gender-F_age-19	1	4	1	4	31	id-1376_gender-F_age-19	attractiveness	0.3225	1.0759999999999998
id-1295_gender-F_age-26	1	4	1	4	32	id-1295_gender-F_age-26	attractiveness	0.25750000000000006	0.826
id-1367_gender-M_age-20	1	4	1	4	33	id-1367_gender-M_age-20	attractiveness	-0.1975	0.893
id-1335_gender-M_age-23	1	4	1	4	34	id-1335_gender-M_age-23	attractiveness	0.1499999999999999	0.71
id-1279_gender-F_age-19	1	4	1	4	35	id-1279_gender-F_age-19	attractiveness	0.0024999999999999467	0.743
id-1345_gender-M_age-18	1	4	1	4	36	id-1345_gender-M_age-18	attractiveness	0.4025000000000001	1.034
id-1373_gender-F_age-30	1	4	1	4	37	id-1373_gender-F_age-30	attractiveness	-0.245	0.9009999999999999
id-1378_gender-F_age-19	1	4	1	4	38	id-1378_gender-F_age-19	attractiveness	0.0	0.318
id-1366_gender-F_age-24	1	4	1	4	39	id-1366_gender-F_age-24	attractiveness	-0.36	0.609
id-1264_gender-F_age-26	1	4	1	4	40	id-1264_gender-F_age-26	attractiveness	-0.36750000000000005	0.643
